-70.68565, 0, 0 ,1,1
-67.69279, 0.1229572, -0.06994534 ,1,1
-64.69333, 0.1337928, -0.1231368 ,1,1
-61.69361, 0.1279997, -0.1642276 ,1,1
-58.69375, 0.1104993, -0.1828141 ,1,1
-55.69384, 0.09031868, -0.1962488 ,1,1
-52.694, 0.06463495, -0.1812403 ,1,1
-49.6942, 0.03840885, -0.1613432 ,1,1
-46.69471, 0.01051077, -0.1137431 ,1,1
-43.69547, -0.01733771, -0.053689 ,1,1
-40.69662, -0.04511425, 0.02445483 ,1,1
-37.6986, -0.0718154, 0.1296116 ,1,1
-34.70134, -0.09737149, 0.2543989 ,1,1
-31.70514, -0.1213269, 0.4027092 ,1,1
-28.71041, -0.1430822, 0.5787246 ,1,1
-25.71765, -0.1620733, 0.7857664 ,1,1
-22.72741, -0.1778042, 1.026528 ,1,1
-19.7403, -0.1897917, 1.303764 ,1,1
-16.75797, -0.196665, 1.628337 ,1,1
-13.78153, -0.1978944, 2.003037 ,1,1
-10.81352, -0.1919574, 2.439351 ,1,1
-7.857806, -0.1768872, 2.951951 ,1,1
-4.920269, -0.1501786, 3.559374 ,1,1
-3.028111, -0.129473, 5.362771 ,1,1
-2.325847, -0.1264744, 8.279171 ,1,1
-1.7497, -0.1228429, 11.22308 ,1,1
-1.303182, -0.1185537, 14.1894 ,1,1
-0.9838215, -0.1136067, 17.17212 ,1,1
-0.7857475, -0.1080117, 20.16535 ,1,1
-0.6976707, -0.1017971, 23.16389 ,1,1
-0.704464, -0.09499756, 26.16376 ,1,1
-0.785494, -0.08760288, 29.16255 ,1,1
-0.9086018, -0.07965657, 32.16002 ,1,1
-1.03171, -0.07171026, 35.15747 ,1,1
-1.139998, -0.06355909, 38.15547 ,1,1
-1.177076, -0.05516002, 41.15512 ,1,1
-1.101997, -0.04683104, 44.15392 ,1,1
-0.873204, -0.03874722, 47.14472 ,1,1
-0.4536757, -0.03109288, 50.1146 ,1,1
0.1820569, -0.02404022, 53.04569 ,1,1
1.237282, -0.01847589, 55.79854 ,1,1
3.559538, -0.01782924, 57.69756 ,1,1
5.964856, -0.01686874, 59.48965 ,1,1
8.511927, -0.01551428, 61.07171 ,1,1
11.26401, -0.01371506, 62.2542 ,1,1
14.20873, -0.01158237, 62.7827 ,1,1
17.19485, -0.009455025, 62.57183 ,1,1
20.0949, -0.007602632, 61.81413 ,1,1
22.89458, -0.00607875, 60.73864 ,1,1
25.62164, -0.004843831, 59.48908 ,1,1
28.30307, -0.003844917, 58.14396 ,1,1
30.94076, -0.003047228, 56.71656 ,1,1
31.89019, -0.002948374, 53.93518 ,1,1
32.64463, -0.002898455, 51.03165 ,1,1
33.34583, -0.002845496, 48.11482 ,1,1
33.9978, -0.002789855, 45.18657 ,1,1
34.59669, -0.002731472, 42.247 ,1,1
35.15269, -0.002670974, 39.299 ,1,1
35.66023, -0.00260821, 36.34227 ,1,1
36.12814, -0.002543718, 33.37903 ,1,1
36.55193, -0.002477378, 30.40914 ,1,1
36.93559, -0.002409518, 27.43382 ,1,1
37.2819, -0.002340317, 24.45391 ,1,1
37.59157, -0.002269894, 21.46997 ,1,1
37.86241, -0.002198309, 18.48223 ,1,1
38.09651, -0.00212574, 15.49141 ,1,1
38.29639, -0.002052367, 12.49811 ,1,1
38.46221, -0.001978278, 9.502746 ,1,1
38.5948, -0.001903594, 6.505718 ,1,1
38.69419, -0.001828462, 3.507409 ,1,1
38.76111, -0.001752973, 0.5081859 ,1,1
38.79547, -0.001677215, -2.491583 ,1,1
38.79784, -0.001601338, -5.491557 ,1,1
38.76802, -0.001525462, -8.491405 ,1,1
38.70646, -0.001449674, -11.49073 ,1,1
38.61338, -0.001374096, -14.48927 ,1,1
38.48808, -0.001298845, -17.48662 ,1,1
38.33114, -0.001224071, -20.48249 ,1,1
38.14195, -0.001149863, -23.47651 ,1,1
37.91908, -0.00107637, -26.46823 ,1,1
37.66236, -0.001003802, -29.4572 ,1,1
37.37173, -0.0009322464, -32.44307 ,1,1
37.047, -0.0008618534, -35.42541 ,1,1
36.6874, -0.0007928014, -38.40374 ,1,1
36.29247, -0.0007252395, -41.37759 ,1,1
35.86137, -0.0006593466, -44.34644 ,1,1
35.38679, -0.000595659, -47.30861 ,1,1
34.87383, -0.0005340874, -50.2644 ,1,1
34.32017, -0.0004749, -53.21283 ,1,1
33.71899, -0.0004187226, -56.15194 ,1,1
33.0728, -0.0003656149, -59.08146 ,1,1
32.37682, -0.0003160536, -61.99958 ,1,1
31.62535, -0.0002707243, -64.90392 ,1,1
29.79334, -0.0002401769, -66.80196 ,1,1
26.88315, -0.0002234876, -67.5303 ,1,1
23.95838, -0.0002075434, -68.19771 ,1,1
21.02081, -0.0001924038, -68.80621 ,1,1
18.07207, -0.0001780093, -69.35825 ,1,1
15.11316, -0.0001643598, -69.85269 ,1,1
12.14606, -0.0001514554, -70.29532 ,1,1
9.172205, -0.0001392066, -70.69001 ,1,1
6.191925, -0.0001276731, -71.03292 ,1,1
3.207057, -0.0001167953, -71.3335 ,1,1
0.2178209, -0.0001065731, -71.58662 ,1,1
-2.774438, -9.697676E-05, -71.80143 ,1,1
-5.769204, -8.794665E-05, -71.97865 ,1,1
-8.766031, -7.95424E-05, -72.11654 ,1,1
-11.76419, -7.173419E-05, -72.22065 ,1,1
-14.76326, -6.443262E-05, -72.29442 ,1,1
-17.76291, -5.766749E-05, -72.34105 ,1,1
-20.76284, -5.152822E-05, -72.35663 ,1,1
-23.76281, -4.592538E-05, -72.35038 ,1,1
-26.76273, -4.059076E-05, -72.33219 ,1,1
-29.76248, -3.632903E-05, -72.29412 ,1,1
-32.76216, -3.245473E-05, -72.24909 ,1,1
-35.7618, -2.858043E-05, -72.20407 ,1,1
-38.76147, -2.470613E-05, -72.15904 ,1,1
-41.76115, -2.095103E-05, -72.11767 ,1,1
-44.76115, -1.820922E-05, -72.10626 ,1,1
-47.76091, -1.573563E-05, -72.13618 ,1,1
-50.75909, -1.347065E-05, -72.23823 ,1,1
-53.75055, -1.132488E-05, -72.45972 ,1,1
-56.71766, -8.970499E-06, -72.8948 ,1,1
-59.10625, -6.884336E-06, -74.34066 ,1,1
-60.36285, -6.258488E-06, -77.06274 ,1,1
-61.37838, -5.811453E-06, -79.88503 ,1,1
-62.25309, -5.424023E-06, -82.75452 ,1,1
-63.03388, -5.096197E-06, -85.65098 ,1,1
-63.74516, -4.798174E-06, -88.56538 ,1,1
-64.40395, -4.529953E-06, -91.49209 ,1,1
-65.0162, -4.291534E-06, -94.42893 ,1,1
-65.59197, -4.082918E-06, -97.37317 ,1,1
-66.13698, -3.874302E-06, -100.3232 ,1,1
-66.65648, -3.695488E-06, -103.2779 ,1,1
-67.14874, -3.516674E-06, -106.2372 ,1,1
-67.61713, -3.367662E-06, -109.2004 ,1,1
-68.07242, -3.218651E-06, -112.1656 ,1,1
-68.50205, -3.069639E-06, -115.1347 ,1,1
-68.92007, -2.920628E-06, -118.1054 ,1,1
-69.31828, -2.801418E-06, -121.0788 ,1,1
-69.70862, -2.682209E-06, -124.0533 ,1,1
-70.07535, -2.563E-06, -127.0308 ,1,1
-70.44208, -2.44379E-06, -130.0083 ,1,1
-70.7815, -2.324581E-06, -132.989 ,1,1
-71.11685, -2.235174E-06, -135.9702 ,1,1
-71.44689, -2.115965E-06, -138.952 ,1,1
-71.75077, -2.026558E-06, -141.9366 ,1,1
-72.05465, -1.937151E-06, -144.9211 ,1,1
-72.3527, -1.847744E-06, -147.9063 ,1,1
-72.62503, -1.788139E-06, -150.8938 ,1,1
-72.89737, -1.698732E-06, -153.8815 ,1,1
-73.16971, -1.609325E-06, -156.8691 ,1,1
-73.41329, -1.549721E-06, -159.8592 ,1,1
-73.65424, -1.490116E-06, -162.8495 ,1,1
-73.89518, -1.400709E-06, -165.8398 ,1,1
-74.12051, -1.341105E-06, -168.8313 ,1,1
-74.33029, -1.2815E-06, -171.824 ,1,1
-74.54008, -1.221895E-06, -174.8166 ,1,1
-74.74988, -1.162291E-06, -177.8093 ,1,1
-74.92989, -1.102686E-06, -180.8038 ,1,1
-75.1086, -1.043081E-06, -183.7985 ,1,1
-75.28729, -9.834766E-07, -186.7932 ,1,1
-75.45407, -9.536743E-07, -189.7885 ,1,1
-75.60196, -8.940697E-07, -192.7849 ,1,1
-75.74986, -8.34465E-07, -195.7812 ,1,1
-75.89774, -8.046627E-07, -198.7776 ,1,1
-76.01794, -7.748604E-07, -201.7751 ,1,1
-76.13496, -7.152557E-07, -204.7729 ,1,1
-76.25198, -6.854534E-07, -207.7706 ,1,1
-76.355, -6.258488E-07, -210.7688 ,1,1
-76.44099, -5.960464E-07, -213.7675 ,1,1
-76.52698, -5.662441E-07, -216.7663 ,1,1
-76.60737, -5.364418E-07, -219.7652 ,1,1
-76.66257, -5.066395E-07, -222.7647 ,1,1
-76.71777, -4.768372E-07, -225.7641 ,1,1
-76.76897, -4.470348E-07, -228.7637 ,1,1
-76.79332, -4.172325E-07, -231.7636 ,1,1
-76.81767, -3.874302E-07, -234.7635 ,1,1
-76.83443, -3.576279E-07, -237.7634 ,1,1
-76.82796, -3.278255E-07, -240.7634 ,1,1
-76.82151, -2.980232E-07, -243.7634 ,1,1
-76.79601, -2.682209E-07, -246.7633 ,1,1
-76.75896, -2.682209E-07, -249.7631 ,1,1
-76.71571, -2.384186E-07, -252.7627 ,1,1
-76.64784, -2.086163E-07, -255.7619 ,1,1
-76.57998, -2.086163E-07, -258.7612 ,1,1
-76.48273, -1.788139E-07, -261.7596 ,1,1
-76.38409, -1.490116E-07, -264.7579 ,1,1
-76.25687, -1.490116E-07, -267.7552 ,1,1
-76.12513, -1.192093E-07, -270.7523 ,1,1
-75.9656, -1.192093E-07, -273.7481 ,1,1
-75.79343, -8.940697E-08, -276.7431 ,1,1
-75.60401, -8.940697E-08, -279.7372 ,1,1
-75.38679, -8.940697E-08, -282.7293 ,1,1
-75.15189, -5.960464E-08, -285.7201 ,1,1
-74.89545, -5.960464E-08, -288.7091 ,1,1
-74.61387, -5.960464E-08, -291.6958 ,1,1
-74.3027, -2.980232E-08, -294.6796 ,1,1
-73.96291, -2.980232E-08, -297.6603 ,1,1
-73.59155, -2.980232E-08, -300.6372 ,1,1
-73.18324, -2.980232E-08, -303.6093 ,1,1
-72.73845, -2.980232E-08, -306.5761 ,1,1
-72.2534, 0, -309.5365 ,1,1
-71.71808, 0, -312.4884 ,1,1
-71.13091, 0, -315.4303 ,1,1
-70.48367, 0, -318.3596 ,1,1
-69.76606, 0, -321.2724 ,1,1
-68.96706, 0, -324.1639 ,1,1
-68.07201, 0, -327.0271 ,1,1
-67.05915, 0, -329.8507 ,1,1
-65.84835, 0.000546813, -332.5822 ,1,1
-63.55711, 0.01040387, -334.5177 ,1,1
